,,Lo PRIOR,PRIOR 2,PRIOR 3,PRIOR 4,PRIOR 5,PRIOR 6,PRIOR 7,PRIOR 8,PRIOR 9,Hi PRIOR
278,19271004,-0.3,-0.49,-0.48,-0.49,-0.34,-0.54,-0.63,-0.9,-0.58,0.71
279,19271005,-0.57,-0.61,-0.3,0.02,-0.68,-0.24,-0.65,-0.48,-0.12,0.13
280,19271006,0.04,-0.94,0.28,-0.28,0.4,0.57,0.67,0.44,0.05,0.25
281,19271007,-0.88,-0.9,-0.57,-1.03,-0.5,-0.29,-0.81,-0.92,-1,-0.91
282,19271008,-1.25,-0.72,-0.2,-0.12,-0.62,-0.08,-0.25,-0.47,-0.28,-0.18
283,19271010,-2.01,-0.25,-0.02,-0.68,-0.57,-0.18,-0.77,-0.48,-1.08,-0.12
284,19271011,0.55,0.23,-0.35,0.09,0.29,-0.08,-0.04,0.11,0.18,0.19
285,19271013,0.25,1.22,0.56,0.35,0.52,0.46,0.66,0.58,1.07,1.32
286,19271014,1.66,0.34,0.5,0.15,-0.18,-0.13,0.11,0.04,-0.07,-0.07
287,19271015,0.13,0.9,-0.33,-0.02,0.06,0.01,-0.22,0.06,0.15,0.1
288,19271017,-1.9,-1.14,-0.56,-0.96,-1.14,-0.97,-0.9,-1.24,-1.52,-2.51
289,19271018,-0.08,0.17,0.24,0.35,0.36,0.21,0.53,0.13,0.33,1.13
290,19271019,0.1,-0.11,-0.33,0.03,-0.72,-0.72,-0.47,-1.02,-1.16,-1.88
291,19271020,-1.28,-0.94,-0.54,-0.92,-0.55,-1.01,-0.99,-1.15,-1.67,-1.34
292,19271021,0.75,1.44,0.92,0.13,-0.76,-1.22,-0.63,-0.91,-0.63,-1.94
293,19271022,0.23,-0.23,-0.24,-0.27,-0.53,-0.33,-0.68,-0.69,-1.12,-1.8
294,19271024,0.67,0.94,0.81,0.52,0.44,0.45,0.43,0.04,0.82,-0.08
295,19271025,1.58,0.32,0.9,0.88,1.46,1.4,1.65,1.78,1.8,3.54
296,19271026,0.06,-0.19,-0.48,0.21,0.13,0.1,0.4,-0.12,0.1,0.04
297,19271027,-0.13,-0.72,-0.75,-0.47,-0.28,-0.07,-0.36,-0.55,-0.35,-0.67
298,19271028,-2.49,-1.21,-0.5,-1.21,-1.43,-1.17,-1.24,-1.61,-1.57,-3.05
299,19271029,-0.15,-0.29,-0.38,-0.4,-0.33,-0.57,-0.55,-0.69,-0.71,-0.27
300,19271031,1.04,0.45,0.9,0.59,0.16,0.63,0.87,0.96,0.96,1.34
301,19271101,0.01,0.12,0.13,0.18,-0.04,-0.13,0.2,0.25,-0.02,-0.61
302,19271102,1.43,1.48,1.49,1.12,0.83,0.4,1.23,0.86,1.32,1.6
303,19271103,4.03,2.19,2.07,1.35,0.95,0.6,0.81,1.32,1.15,1.11
304,19271104,-1.65,-0.55,0.16,-0.25,-0.02,0.04,0.19,0.14,0.17,-1.08
305,19271105,0.23,0.08,-0.33,-0.1,0.59,1.01,0.53,0.84,0.38,1.31
306,19271107,-0.51,0.1,0.1,0.14,0.5,0.5,0.95,0.29,1.35,1.09
307,19271109,0.15,-0.84,-0.79,-0.11,-0.47,-0.65,-0.62,-1.05,-0.33,-2.11
308,19271110,0.26,0.05,0.16,0,0.28,0.1,0.47,0.57,0.64,0.09
309,19271111,0.08,0.65,0.28,0.14,0.89,0.31,0.93,1.03,1.84,1.82
310,19271112,0.82,-0.18,0.27,0.37,0.36,0.39,0.75,0.17,0.28,0.51
311,19271114,0.56,0.42,0.25,0.51,0.65,0.47,0.67,0.68,0.57,0.54
312,19271115,1.4,2.53,0.24,1.03,0.17,-0.11,-0.15,-0.41,-0.24,0.48
313,19271116,-0.05,-0.09,-0.51,0.44,0.12,-0.19,0.03,0.17,-0.25,-0.06
314,19271117,1.79,-0.14,-0.08,0.08,0.14,0.22,0.2,0.23,0.09,0.33
315,19271118,2.15,0.73,0.64,0.41,0.05,0.53,0.87,1.17,0.64,0.84
316,19271119,0.51,0.09,0.42,0.25,0.21,-0.01,0.42,0.47,0.37,0.18
317,19271121,-0.24,-0.44,0.22,-0.07,-0.34,-0.24,-0.51,-0.51,-0.74,-2.06
318,19271122,1.19,-0.65,0.13,0.21,0.5,0.47,0.03,0.51,0.74,0.54
319,19271123,-0.42,0.48,0.48,0.07,0.2,0.41,0.7,0.24,0.39,-0.32
320,19271125,0.39,0.07,0.14,0.35,0.41,0.38,0.58,0.42,-0.03,-0.13
321,19271126,0.86,-0.01,-0.2,0.1,-0.09,-0.08,0.2,-0.17,-0.07,0.18
322,19271128,-0.87,-0.11,-0.58,-0.72,-0.77,-0.59,-0.66,-0.92,-0.75,-1.33
323,19271129,1.14,1.04,0.74,0.71,0.36,0.28,0.51,0.35,1.38,0.94
324,19271130,-0.51,-0.92,-0.67,-0.26,-0.2,0.38,0.81,0.81,0.3,2.27
325,19271201,-2.01,-0.68,-0.13,0.02,-0.19,-0.03,-0.68,-0.66,-0.82,-1.04
326,19271202,-1.06,-0.78,0.11,-0.08,0.33,0.42,0.39,0.86,0.32,0.01
327,19271203,0.22,0.04,0.17,-0.02,0.48,0.42,0.26,0.33,0.43,0.99
328,19271205,0.14,-0.84,-0.53,-0.36,-0.51,-0.3,-0.5,-0.47,0.01,-0.92
329,19271206,0.54,0.65,-0.15,0.37,-0.41,-0.28,-0.03,-0.33,0.19,0.35
330,19271207,-0.43,-1.01,-0.28,-0.29,-0.6,-0.26,-1.09,-0.34,0.05,-0.99
331,19271208,-0.95,-1.05,-0.29,-0.67,-0.71,-0.56,-1.2,-0.95,-1.17,-0.98
332,19271209,0.43,0.56,0.32,0.35,1.07,1.35,1.11,1.4,1.34,1.54
333,19271210,0.8,-0.04,0.01,0.09,0.09,-0.15,0.13,0.22,0.13,-0.18
334,19271212,1.18,0.82,1.07,0.55,0.4,0.22,0.98,0.32,0.4,1.28
335,19271213,-0.42,0.05,0.51,0.02,0.54,0.72,0.42,0.27,0.47,0.25
336,19271214,-0.66,-0.28,0.26,-0.09,-0.35,-0.46,-0.18,-0.51,-0.79,-0.63
337,19271215,1.06,0.25,0.49,0.51,0.56,0.17,0.88,0.54,0.4,0.99
338,19271216,1.83,0.64,-0.13,0.28,0.68,0.36,1.09,0.47,0.86,1.34
339,19271217,0.65,1.55,1.15,0,-0.12,0.06,-0.75,-0.09,0.3,-0.16
340,19271219,0.54,0.39,-0.1,0.25,-0.05,0.05,0.19,0.09,0.18,1.16
341,19271220,-0.56,-1.39,0.05,0.1,0.18,-0.14,0.03,0.14,-0.07,0.39
342,19271221,-0.73,0.25,-0.14,0.25,0.15,-0.23,0.1,-0.04,-0.18,-0.22
343,19271222,-0.26,-0.22,-0.44,0.07,0.13,-0.04,0.03,0.15,-0.13,-0.56
344,19271223,-0.23,-0.28,0.08,-0.07,0.33,-0.01,0.66,0.55,0.17,0.03
345,19271224,0.54,0.18,-0.23,0,-0.03,0.23,0.15,0.08,-0.03,0.61
346,19271227,0.07,-0.55,-0.26,-0.41,-0.13,-0.15,-0.08,-0.05,0.33,0.9
347,19271228,-0.15,-0.07,-0.58,-0.55,-0.65,-0.46,-0.73,-0.71,-0.77,-0.73
348,19271229,0.18,-0.29,-0.32,-0.15,0.08,0.12,0.07,0.49,0.55,-0.06
349,19271230,2.21,1.08,0.75,0.44,0.8,0.36,0.03,0.53,0.39,-0.21
350,19271231,0.94,0.67,0.37,0.18,-0.01,0.33,0.19,0.15,0.66,0.53
351,19280103,1.64,0.88,0.68,0.25,0.25,0.35,0.37,0.26,0.32,0.84
352,19280104,0.5,-0.35,-0.42,-0.02,-0.05,-0.27,-0.07,-0.04,-0.14,-0.53
353,19280105,-0.42,0.16,-0.73,-0.36,-0.03,-0.43,-0.67,-1.01,-1.72,-0.84
354,19280106,0.43,1.18,0.4,0.26,0.32,0.46,0.74,0.91,0.71,0.61
355,19280107,-0.57,0.23,0.63,0.21,0.05,-0.04,0.35,-0.01,0.23,0.16
356,19280109,-1.76,-0.79,-0.39,-0.44,-0.55,-0.62,-0.7,-0.86,-1.63,-1.54
357,19280110,-1.09,-0.87,-1.14,-0.71,-0.35,-0.67,-0.48,-1.1,-1.13,-1.31
358,19280111,0.57,0.44,0.67,0.59,0.17,-0.03,-0.05,0.57,-0.23,0.47
359,19280112,1.17,0.64,0.87,-0.22,0.2,0.31,0.28,0.57,0.93,0.73
360,19280113,0.43,1.05,0.56,0.56,0.54,0.51,0.73,0.62,0.65,0.85
361,19280114,-0.65,-0.13,-0.5,-0.46,-0.48,-0.46,-0.82,-0.55,-1.06,-0.92
362,19280116,-0.58,-1.14,-0.59,-0.62,-0.44,-0.93,-1.03,-1.13,-1,-1.72
363,19280117,-0.43,-0.27,0.56,0.08,0.12,0.37,0.02,0.12,0.34,0.51
364,19280118,-0.85,-0.63,-0.89,-0.68,-0.19,-0.22,-0.05,-0.28,-0.15,-0.42
365,19280119,0.21,0.04,0.37,0.26,0.4,0.41,0.63,0.58,1.05,0.96
366,19280120,0.52,0.42,0.47,0.25,0.23,0.71,0.6,0.54,0.82,1.14
367,19280121,0.29,0.25,0.08,-0.04,-0.06,0.28,-0.05,0.49,0.5,0.56
368,19280123,0.95,-0.09,0.02,0.2,0.41,0.72,0.82,0.64,0.69,1.88
369,19280124,-0.58,-0.36,0.02,0.03,0.22,0.24,0.85,0.84,0.17,0.38
370,19280125,-1.25,-1.13,-1.11,-0.61,-0.62,-0.96,-1.4,-1.27,-1.14,-1.44
371,19280126,0.81,0.13,0.51,0.43,0.56,0.8,0.55,0.47,0.39,1.21
372,19280127,0.49,-0.02,0.55,0.2,0.12,0.06,0.56,0.51,0.24,0.53
373,19280128,0.03,-0.26,-0.43,-0.07,-0.25,-0.57,-0.58,-0.6,-0.77,-1.07
374,19280130,0.06,-0.42,-0.4,-0.25,-0.1,-0.38,-0.78,-0.17,-0.68,-0.83
375,19280131,0.21,0,-0.43,0.23,0.14,0.27,0.52,0.39,0.64,1.07
376,19280201,-0.52,-0.54,-0.49,-0.43,-0.17,0.09,-0.29,-0.19,-0.28,0.04
377,19280202,0.06,0.1,-0.07,0.24,0.26,0.22,0.4,0.13,1.07,1.47
378,19280203,-1.22,-1.25,-0.79,-1.16,-0.73,-0.92,-1.11,-0.86,-1.78,-1.83
379,19280204,-0.61,-0.1,-0.11,-0.14,0.02,0.16,0.04,0.1,0.54,-0.25
380,19280206,0.49,-0.26,0.31,-0.14,-0.12,0.31,0.61,0.11,0.45,0.77
381,19280207,-1.35,-0.99,-0.18,-0.42,-0.24,-0.68,-0.17,-0.08,-0.06,-0.05
382,19280208,-0.28,-0.8,-0.69,-0.24,-0.08,0.05,0.54,0.39,0.53,0.33
383,19280209,0.41,1.3,0.57,0.3,0.14,0.25,1.37,0.29,0.47,0.15
384,19280210,-0.78,0.51,-0.33,0.05,0.02,0.08,-0.22,-0.22,0.02,-0.37
385,19280211,0.32,0.13,-0.88,0.06,0.22,-0.05,-0.04,0.06,-0.04,-0.19
386,19280214,0.08,-0.05,-0.35,-0.24,-0.17,-0.48,-0.35,-0.5,-0.55,-0.44
387,19280215,-0.93,-0.62,0.27,-0.15,-0.38,-0.11,-0.36,-0.53,0.04,-0.42
388,19280216,-0.55,-0.06,-0.69,-0.2,0.1,-0.52,-0.59,-0.29,-0.57,-0.68
389,19280217,-2.03,-1.95,-1.48,-1.19,-0.89,-1.43,-2.18,-1.85,-2.11,-3.05
390,19280218,-0.89,-0.85,0.03,-0.13,-0.28,-0.34,-0.56,-0.73,-0.35,-1.38
391,19280220,-0.1,0.06,-0.23,0,-0.18,0.15,0.03,-0.51,0.16,-0.56
392,19280221,1.71,1.6,0.78,0.88,0.74,1.03,1.31,1.07,1.1,2.13
393,19280223,0.33,1.1,0.31,0.25,0.47,0.44,-0.33,0.29,0.14,0.55
394,19280224,0.7,0.89,0.54,0.59,0.23,0.21,0.13,0.37,0.26,0.26
395,19280225,0.98,0.31,0.38,0.38,-0.07,0.09,-0.02,0.19,0.11,-0.06
396,19280227,-1.07,-1.19,-0.68,-0.46,-0.23,-0.14,-0.53,-0.5,-0.63,-0.83
397,19280228,1.11,0.97,0.49,0.22,0.26,0.35,0.32,0.44,0.45,0.31
398,19280229,1.32,0.71,0.35,0.17,0.43,0.83,0.9,0.51,0.61,0.76
399,19280301,0.08,0.04,0.65,0.16,0.02,0.23,0.33,0.39,0.25,0.45
400,19280302,-0.26,0.15,0.01,0.17,-0.04,-0.27,0.19,0.27,0.04,0.1
401,19280303,-0.03,-0.17,-0.05,0.18,0.16,0.24,0.67,1.96,0.48,0.47
402,19280305,-0.48,0.14,0.37,0.16,0.49,0.33,0.85,1.43,1.21,0.94
403,19280306,0.21,-0.22,-0.21,0.19,0.16,0.14,0.38,0.46,1.69,0.63
404,19280307,-0.78,-0.55,-0.5,-0.31,-0.19,-0.2,-0.69,-0.46,-0.38,-0.71
405,19280308,0.77,0.98,0.89,0.79,0.2,0.48,0.11,0.39,0.28,0.24
406,19280309,-0.39,0.52,0.44,0.72,0.45,0.95,1.17,1.58,3.72,1.94
407,19280310,-0.08,-0.55,-0.34,-0.5,-0.01,-0.34,-0.31,0.09,-0.96,0.19
408,19280312,0.07,0.71,0.78,-0.24,0.3,0.91,0.74,0.77,-0.35,1.91
409,19280313,-0.11,-0.25,0.03,-0.17,-0.33,-0.37,-0.84,-0.13,-0.48,-0.06
410,19280314,1.09,0.93,0.35,-0.06,0.22,0.08,-0.21,-0.37,0.49,0.46
411,19280315,1.15,1.33,0.59,0.15,0.54,0.53,0.6,0.53,2.19,0.29
412,19280316,1.38,0.98,0.76,1.12,0.56,1.37,0.49,0.64,2.38,0.73
413,19280317,-0.04,0.07,0.2,0.16,0.6,0.26,-0.03,0.12,-0.18,-0.05
414,19280319,0.59,-0.58,0.46,0.56,0.04,-0.11,0.03,0.63,0.02,-0.86
415,19280320,-0.37,0.3,0.26,-0.02,0,-0.15,0.92,0.43,1.7,1.89
416,19280321,0.47,0.5,0.34,0.29,0.7,1.23,0.19,0.97,1.75,1.34
417,19280322,-1.26,-0.88,-0.56,-0.21,-0.35,-0.35,-0.8,-0.25,0.27,-1.72
418,19280323,0.04,0.05,0.15,0.08,0.51,0.03,0.33,0.71,2.84,1.16
419,19280324,-0.26,-0.01,-0.34,-0.09,-0.04,-0.19,0.1,0.03,0.89,0.26
420,19280326,1.97,0.93,0.04,-0.06,0.38,0.86,0.33,0.23,2.93,3.53
421,19280327,-0.17,0.31,0.3,-0.11,0.08,-0.17,-0.32,0.7,-2.58,0.04
422,19280328,0.25,1.14,0.71,0.19,0.25,0.34,0.2,-0.04,-1.23,-0.31
423,19280329,0.53,-0.11,0.23,0.04,0.25,0.11,-0.19,1.22,-0.39,0.02
424,19280330,0.96,0.63,0.82,0.55,0.47,1.48,2.48,2.33,2.89,2.39
425,19280331,-0.57,-0.64,-0.11,0.01,-0.14,-0.51,-0.36,-0.81,-1.44,-1.28
426,19280402,-0.01,-0.51,0.04,-0.12,-0.35,-0.82,-1.59,-1.37,-1.74,-0.84
427,19280403,0.47,1.07,0.28,0.58,0.2,0.67,0.85,0.61,0.49,1.27
428,19280404,-0.57,0.43,-0.19,-0.02,-0.11,0.11,-0.14,-0.36,-0.41,0.34
429,19280405,2.63,1.8,0.88,0.85,0.5,1.14,1,0.81,1.36,2.75
430,19280409,0.52,-0.03,0.22,1.02,0.29,0.14,0.97,0.37,-0.3,0.65
431,19280410,-0.93,-0.92,-0.48,-0.37,-0.73,-0.31,-0.88,-0.89,-1.05,-1.32
432,19280411,1.83,1.57,1.45,0.54,0.87,1.85,1.9,1.43,1.23,2.65
433,19280412,-0.83,-0.7,0.56,-0.31,-0.3,-0.72,-0.46,0.22,-0.22,-0.58
434,19280413,1.32,1.9,1.9,0.83,0.8,1.05,1.47,2.76,1.35,1.32
435,19280414,-0.25,-0.74,-0.28,0.18,-0.11,-0.43,-0.78,-0.59,-0.73,-0.94
436,19280416,1.11,1.2,3.24,2.49,0.5,0.3,-0.63,1,-0.33,-1.07
437,19280417,-0.94,-0.87,-0.33,-0.94,-0.49,-0.91,-0.44,-1.1,-0.55,-0.55
438,19280418,-0.33,-0.37,-0.12,-0.13,0.4,0.28,0.29,-0.27,-0.08,-0.04
439,19280419,1.92,0.6,0.19,0.34,0.64,0.59,0.6,0.76,0.46,0.47
440,19280420,-1.82,-0.99,-1.21,-0.7,-0.91,-1.86,-1.52,-1.32,-1.49,-1.86
441,19280423,-0.19,0.43,-1.21,0.47,-0.1,-0.4,-1.51,-1.21,-0.54,-1.77
442,19280424,0.48,0.52,-0.55,0,-0.29,0.38,0.48,0.31,0.38,1.76
443,19280425,4.01,0.84,1.23,0.89,1.15,0.78,0.93,0.4,0.34,-0.22
444,19280426,0.81,1.11,0.22,0.52,0.72,0.38,0.25,0.47,1.4,0.85
445,19280427,-0.58,1.03,1.08,0.65,0.56,0.92,0.69,1.21,1.69,2
446,19280428,-0.21,0.59,0.22,1.87,0.46,0.44,0.77,0.45,0.43,-0.48
447,19280430,-0.13,-0.09,0.52,0.23,0.17,-0.09,0.28,0.23,-0.31,-0.25
448,19280501,0.32,0.44,-0.53,0.15,0.09,0.32,0.05,0.51,0.52,0.64
449,19280502,0.12,-0.42,-0.86,0.2,-0.16,0.33,0.06,0.01,0.54,0.55
450,19280503,0.21,-0.67,1.01,0.29,0.22,-0.11,0.11,0.14,0.53,1.64
451,19280504,0.72,0.17,0.64,0.63,0.77,1.1,0.73,1.5,1.4,3.12
452,19280507,0.25,0.46,0.28,0.19,0.33,0.41,0.79,0.59,0.77,1.79
453,19280508,-0.21,-0.31,-0.75,-0.44,-0.67,-0.4,0.2,-0.23,-0.82,-1.33
454,19280509,2.3,0.17,0.72,0.44,0.05,0,-0.53,-0.43,0.01,0.05
455,19280510,-0.91,-0.33,-0.64,0.02,-0.2,0.44,-0.04,0.11,-0.19,-0.8
456,19280511,0.46,0.6,1.06,0.2,1.14,-0.05,0.46,0.87,1.1,1.4
457,19280514,0.48,-0.26,-0.01,0.23,0.37,0.21,0.76,0.86,1.04,0.47
458,19280515,0.47,-0.06,-0.55,0.02,-0.13,-0.3,-0.09,-0.08,-0.27,0.38
459,19280516,-1.94,-1.18,-1.02,-1.39,-0.9,-1.42,-1.42,-1.99,-1.42,-3.06
460,19280517,0.17,-0.32,-0.46,0.04,1.9,0.18,0.65,-0.29,0.1,1.5
461,19280518,0.09,-0.1,-0.23,-0.15,-0.84,-0.55,-0.42,-0.72,-0.56,-2.17
462,19280521,-1.58,-0.54,-0.92,-1.11,-1,-1.43,-0.64,-1.93,-0.93,-1.65
463,19280522,-0.94,-1.35,-0.91,-0.93,-0.86,-1.14,-1.03,-1.83,-1.74,-2.83
464,19280523,1.51,1.79,1.36,0.81,1.12,1.25,1.55,2.15,2.02,4.6
465,19280524,1.2,0.11,0.27,0.38,0.38,0.88,0.79,0.33,1.12,-0.06
466,19280525,0.85,-0.17,0.12,-0.2,0.26,1.39,-0.08,0.4,0.48,-0.37
467,19280528,-1.3,-1.37,-0.71,-1,-1.04,-1.42,-2.14,-1.52,-1.84,-2.43
468,19280529,0.97,0.57,0.31,0.42,0,0.99,1.2,1.24,0.92,2.41
469,19280531,0.46,0.96,0.33,1.08,1.06,0.89,0.83,0.88,0.89,1.14
470,19280601,-0.25,0.33,0.42,0.2,0.44,0.23,0.35,0.45,0.25,1.12
471,19280602,0.52,0.35,0.05,0.26,0.05,0.69,0.37,0.6,1.97,1.17
472,19280604,-1.45,-1.47,-1.02,-1.55,-1.35,-1.67,-1.83,-2,-1.84,-3.83
473,19280605,0.45,-0.17,0.83,0.28,-0.14,0.01,0.19,0.33,0.36,0.69
474,19280606,-0.52,-0.7,-0.14,-0.36,-0.35,-0.88,-1.35,-0.57,-1.48,-1.72
475,19280607,-1.18,-1.09,-0.56,-0.81,-0.85,-0.49,-0.68,-0.39,-0.61,1.15
476,19280608,-1.45,-1.22,-0.82,-1.16,-1.13,-1.68,-1.45,-1.7,-1.61,-1.46
477,19280609,-1.97,-1.09,-0.95,-0.72,-1.48,-1.35,-1.23,-1.7,-1.71,-1.7
478,19280611,-3.48,-1.64,-1.75,-1.85,-2.16,-2.42,-2.21,-3.12,-2.54,-3.23
479,19280612,-3.62,-2.71,-0.99,-1.47,-0.9,-2.27,-2.2,-3.04,-3.16,-3.92
480,19280613,2.63,2.96,2.09,2.32,3.22,3.56,3.53,4.01,3.08,5.01
481,19280614,0.72,0.95,0.77,0.72,0.66,1.13,1.13,0.84,1.71,1.39
482,19280615,-0.85,-0.97,-0.6,-0.81,-1.02,-0.96,-1.65,-1.66,-1.77,-3.04
483,19280616,-1.06,-0.49,0.04,-0.16,0.06,0.36,-0.32,0.09,0.38,0.01
484,19280618,-2.56,-2.92,-1.67,-2.17,-1.86,-1.9,-1.94,-2.27,-1.75,-2.92
485,19280619,-1.95,-0.82,-0.55,-0.37,-0.44,-0.09,-0.45,-0.22,-1.43,-0.92
486,19280620,1.14,1.3,0.91,1.27,0.97,1.28,1.24,1.66,1.72,3.53
487,19280621,1.18,0.55,0.88,0.25,0.44,-0.3,0.39,0.05,-0.27,-0.73
488,19280622,0.52,0.27,-0.08,-0.32,-0.12,-0.03,0.08,0.37,-0.18,0.52
489,19280623,-0.77,-0.55,-0.69,-0.5,-0.47,-0.57,-0.67,-0.93,-0.72,-0.87
490,19280625,-0.29,-0.27,0.4,0.08,0.58,0.1,0.12,-0.12,-0.03,0.31
491,19280626,0.67,0.57,0.6,0.78,0.66,0.78,0.92,1.71,1.8,1.85
492,19280627,0.3,0.86,0.42,0.67,0.84,0.86,1.18,1.12,2.01,2.2
493,19280628,0.45,0.53,0.04,0.65,0.64,0.46,1.03,0.79,2.36,1
494,19280629,0.28,0.28,0.51,0.21,0.4,0.28,0.78,0.89,0.61,1.25
495,19280630,0.78,0.23,-0.03,0,-0.34,0.45,-0.05,0.39,0.76,-0.05
496,19280702,-1.42,-1.08,-0.74,-0.75,-0.82,-1.24,-1.7,-1.07,-1.91,-2.42
497,19280703,1.67,1.09,0.79,0.96,1.24,1.74,1.96,2,2.68,3.72
498,19280705,0.73,0.57,0.97,0.66,1.06,0.56,1.36,1.2,0.61,2.31
499,19280706,0.43,-0.31,-0.24,-0.15,-0.23,-0.11,-0.45,-0.52,-0.37,-1
500,19280707,0.12,0.21,0.06,0.29,0.3,0.18,0.25,0.1,0.42,0.55
501,19280709,0.62,0.42,-0.07,0.16,0.05,-0.32,-0.38,-0.02,0.56,-0.04
502,19280710,-0.9,-0.73,-0.77,-0.31,-0.36,-0.5,0.05,-0.65,1.12,-0.95
503,19280711,-3.06,-1.95,-1.46,-2.12,-1.58,-2.08,-2.58,-2.91,-3.36,-4.56
504,19280712,0.28,-0.76,-0.28,-0.44,-0.63,-0.1,-0.75,-0.1,-2.17,-0.69
505,19280713,0.96,0.68,0.54,0.47,0.52,0.48,0.6,1.31,1.2,1.25
506,19280714,-0.04,0.01,-0.03,0.07,-0.15,0.18,0.37,-0.21,-0.42,-0.55
507,19280716,-1.43,-1.25,-0.72,-0.87,-1.1,-1.75,-1.28,-1.21,-1.56,-0.93
508,19280717,0.27,0.2,0.11,0.18,0.35,0.01,0.63,0.51,1.34,1.19
509,19280718,0.61,0.26,0.94,0.25,1.25,0.42,0.86,1.13,1.64,2.34
510,19280719,0.42,0.05,0.07,0.11,-0.26,-0.18,-0.46,-0.31,-0.29,0.04
511,19280720,-0.29,-0.27,0.34,-0.04,0.61,0.01,0.13,0.34,-0.18,0.17
512,19280721,0.14,-0.25,-0.26,-0.16,-0.23,-0.17,-0.04,-0.08,-0.69,-0.43
513,19280723,0.99,0.17,0.54,0.09,0.89,0.18,0.88,0.67,0.98,1.55
514,19280724,0.46,0.55,0.16,0.32,0.17,0.08,-0.42,0.47,-0.43,-0.65
515,19280725,0.43,0.38,0.41,0.23,0.18,0.53,0.51,0.85,0.77,0.15
516,19280726,0.26,0.51,0.13,0.4,0.04,0.35,0.32,0.09,0.2,0.26
517,19280727,-0.14,0.37,0.96,0.61,0.67,0.71,0.76,0.89,1.35,1.31
518,19280728,0.05,0.35,-0.07,0.52,0.11,0.3,0.09,0.11,0.51,0.92
519,19280730,-0.06,-0.54,0.18,-0.09,-0.12,-0.31,-0.13,0,-0.08,-0.13
520,19280731,-0.16,0.12,-0.28,-0.03,-0.37,0.02,-0.32,-0.23,-0.22,0.22
521,19280801,0.44,-0.23,0.14,0.2,0.64,0.49,0.82,0.43,-0.69,0.52
522,19280802,-0.95,-0.23,-0.33,-0.46,-0.33,-0.31,-0.34,-0.62,-0.6,-0.6
523,19280803,0.08,0.25,0.17,-0.02,0.25,0.08,0.12,1.17,-0.08,0.69
524,19280804,0.09,0.2,0.15,0.33,0.14,0.34,0.28,0.25,0.22,0.59
525,19280806,0.88,0.18,0.24,0.17,0.77,1.52,0.31,0.52,1.55,1.19
526,19280807,-0.03,-0.2,-0.23,0.17,-0.42,-0.34,-0.38,-0.27,-0.73,-0.66
527,19280808,-0.54,-0.63,-0.8,-0.72,-1.04,-1.47,-0.97,-0.96,-1.8,-1.45
528,19280809,-0.54,-0.13,-0.3,-0.29,0.2,0.33,0.01,0.6,0.6,0.5
529,19280810,-0.46,-0.42,0.2,-0.33,-0.39,-0.35,-0.38,0.81,-0.63,0.15
530,19280811,0.33,0.11,0.56,0.03,0.21,0.16,0.4,0.01,-0.27,0.13
531,19280813,-0.37,0.13,-0.07,0.44,-0.15,-0.32,-0.11,0.11,-0.11,0.16
532,19280814,-0.46,-0.57,-0.48,-0.37,-0.55,-0.31,-0.48,-0.2,-1.99,-0.93
533,19280815,1.09,1.04,1.11,0.4,1.07,1.07,1.62,1.23,3.35,1.91
534,19280816,0.86,0.91,0.55,0.67,1.08,0.68,0.82,0.82,0.78,1.72
535,19280817,-0.51,0.23,0.09,0.27,0.33,0.71,0.25,0.36,0.02,0.37
536,19280818,0.36,0.34,0.44,0.25,0.57,0.03,0.48,0.53,0.18,0.21
537,19280820,1.47,-0.01,0.05,0.1,0.29,0.29,0.47,0.88,-0.19,0.15
538,19280821,0.86,1.05,1.05,0.96,1.33,1,0.47,1.1,1.13,1.25
539,19280822,-0.29,-0.51,0.61,0.01,-0.21,0.14,0.09,-0.14,0.75,0.33
540,19280823,-0.45,0.25,-0.32,0.16,-0.04,-0.5,-0.04,0.5,0.37,0.61
541,19280824,1.36,0.89,1.11,0.79,0.81,1.13,1.85,1.42,2.72,2.61
542,19280825,0.05,-0.35,0.57,0.3,0.1,0.16,0.76,0.26,0.58,0.5
543,19280827,0.08,-0.13,-0.14,-0.04,-0.3,0.13,-0.87,-0.69,-0.81,-0.86
544,19280828,1.38,0.26,0.09,0.79,0.31,0.38,1.2,0.63,0.39,0.63
545,19280829,0.82,0.11,0.19,-0.03,0.17,0.01,0.09,0.7,0.67,1.07
546,19280830,0.51,0.47,-0.15,-0.06,0.53,0.36,0.33,0.35,0.19,1.03
547,19280831,1.51,0.63,0.71,1.08,0.66,0.37,1.02,0.99,3.34,1.39
548,19280901,0.66,0.38,0.29,0.22,0.16,0.19,0.39,0.52,-0.36,0.89
549,19280904,-0.03,0.39,0.81,0.19,0.24,0.37,0.33,0.75,0.74,-0.1
550,19280905,-0.42,0.37,-0.19,0.39,-0.05,0.45,0.77,-0.03,1.13,0.51
551,19280906,0.47,0.12,0,-0.72,-0.43,0.15,-0.6,0.21,-1.1,-0.59
552,19280907,1.21,0.39,0.21,0.62,0.68,0.2,0.33,1.15,0.76,2.36
553,19280908,0.24,-0.21,0.11,-0.27,0.03,-0.15,-0.21,-0.59,-0.77,-0.91
554,19280910,-0.86,-0.32,-0.91,-0.53,-0.34,-0.23,-0.2,-0.19,-0.69,-0.21
555,19280911,0.01,0.13,0.06,0.47,0.43,0.96,1.37,0.54,0.51,1.25
